method,method_definition,taxon_key,vote_count,conflict_vote_count,direction_counts_json,direction_evaluations_json,selected_direction,signal_classification,minimum_support,maximum_opposition,policy_hash
family_without_comparison_taxonomy,rows collapse by declared family and immutable source taxon,Succinivibrio dextrinosolvens,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
family_without_comparison_taxonomy,rows collapse by declared family and immutable source taxon,Sutterella sp.,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
family_without_comparison_taxonomy,rows collapse by declared family and immutable source taxon,Veillonella,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
family_without_comparison_taxonomy,rows collapse by declared family and immutable source taxon,Veillonella dispar,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
family_without_comparison_taxonomy,rows collapse by declared family and immutable source taxon,Veillonella parvula group,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
family_without_comparison_taxonomy,rows collapse by declared family and immutable source taxon,Victivallis vadensis,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Alistipes,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Bacteroides,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Desulfovibrio,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Dialister,2,0,"{""decreased_in_AH"":2,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":true,""support"":2},""increased_in_AH"":{""conflicts"":0,""opposition"":2,""passes"":false,""support"":0}}",decreased_in_AH,retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Enterocloster,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Enterococcus,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Gemmiger,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Klebsiella,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Leyella,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Oscillibacter,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Parabacteroides,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Phocaeicola,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Segatella,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Streptococcus,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Succinivibrio,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Sutterella,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Veillonella,2,0,"{""decreased_in_AH"":0,""increased_in_AH"":2}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":2,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":true,""support"":2}}",increased_in_AH,retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
provenance_rank_folded,"family, comparison and frozen target-rank lineage controls are applied",Victivallis,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Alistipes,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Alistipes putredinis,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Bacteroides finegoldii,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Bacteroides plebeius,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Bacteroides thetaiotaomicron,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Clostridium aldenense,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Desulfovibrio piger,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Dialister,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Dialister succinatiphilus,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Enterococcus,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Enterococcus faecium group,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Gemmiger formicilis,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Klebsiella pneumoniae,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Klebsiella variicola,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Oscillibacter,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Parabacteroides distasonis,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Prevotella copri,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Prevotella stercorea,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Streptococcus,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Streptococcus pneumoniae group,1,0,"{""decreased_in_AH"":0,""increased_in_AH"":1}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
source_era_taxon,"rows collapse by family, comparison and immutable source taxon",Succinivibrio dextrinosolvens,1,0,"{""decreased_in_AH"":1,""increased_in_AH"":0}","{""decreased_in_AH"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_AH"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,1ce0689651dc53c4cadacb00e43287b120ab03f27904d10dc7e2470a5f9d4dba
